,composition,Formation Energy (eV/atom)
615,AcReN3,-0.742214012145995
616,AcUN3,-1.4043132781982433
617,AcWN3,-0.9817880630493168
618,Ac2Pa4N8,-1.5595745359148283
619,Na2Ac2Pb2,-0.3626381556193037
620,NaAcPd4,-0.5852565765380859
621,NaAcPt4,-0.8157981236775713
622,NaAcSi,-0.2288430531819658
623,Na2Ac2Si6,-0.3321128845214849
624,NaAcSn,-0.3656875292460126
625,NaAcTe2,-1.4726018905639648
626,NaAcTl2,-0.2871314287185669
627,Na3AcPd8,-0.3854249318440761
628,Ac2Nb2O8,-2.970646381378173
629,AcNb2O6,-2.8390472200181742
630,AcNb2O7,-2.6743919372558596
631,Ac2Nd2Si6,-0.6452242851257326
632,Ac2Nd2Te6,-1.5968882560729978
633,Ac2Nd6S12,-2.132343912124634
634,Ac2Ni2,-0.2683053016662597
635,Ac4Ni4O12,-1.558848190307617
636,AcNiP,-1.0619224820818216
637,AcNiRh,-0.455604712168375
638,Ac4Si4Ni4,-0.6563946406046552
