composition,cell,positions,numbers,entry_id,calculation_id,OQMD Formation energy (eV/atom),OQMD Hull distance (eV/atom),natoms,spacegroup
Ti8Mo3,"[[5.018436575, -1.599351213, 0.0], [5.018436575, 1.599351213, 0.0], [-3.340148348, 0.0, 11.263726655]]","[[0.0, 0.0, 0.0], [0.915, 0.915, 0.359], [0.0845, 0.0845, 0.641], [0.708, 0.708, 0.0843], [0.457, 0.457, 0.181], [0.204, 0.204, 0.282], [0.623, 0.623, 0.455], [0.377, 0.377, 0.545], [0.796, 0.796, 0.718], [0.543, 0.543, 0.819], [0.292, 0.292, 0.916]]","[42, 42, 42, 22, 22, 22, 22, 22, 22, 22, 22]",2131896,5580162,-0.1179716663900091,0.0,11,C2/m
TiMo15,"[[6.320371503, 0.0, 0.0], [0.0, 6.320371503, 0.0], [0.0, 0.0, 6.320371503]]","[[0.5, 0.0, 0.0], [0.0, 0.5, 0.0], [0.5, 0.5, 0.0], [0.25, 0.25, 0.25], [0.75, 0.25, 0.25], [0.25, 0.75, 0.25], [0.75, 0.75, 0.25], [0.0, 0.0, 0.5], [0.5, 0.0, 0.5], [0.0, 0.5, 0.5], [0.5, 0.5, 0.5], [0.25, 0.25, 0.75], [0.75, 0.25, 0.75], [0.25, 0.75, 0.75], [0.75, 0.75, 0.75], [0.0, 0.0, 0.0]]","[42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 22]",2132194,5580687,-0.05846756023664135,0.0,16,Pm-3m
Ti5Si4Mo3,"[[6.72044456, 0.0, 0.0], [0.0, 3.365114482, 0.0], [-0.07641232, 0.0, 8.120761955]]","[[0.864, 0.0, 0.065], [0.635, 0.5, 0.564], [0.134, 0.5, 0.936], [0.251, 0.0, 0.141], [0.752, 0.0, 0.362], [0.249, 0.5, 0.641], [0.749, 0.5, 0.86], [0.548, 0.5, 0.165], [0.042, 0.5, 0.328], [0.371, 0.0, 0.437], [0.952, 0.0, 0.667], [0.451, 0.0, 0.834]]","[42, 42, 42, 14, 14, 14, 14, 22, 22, 22, 22, 22]",2149777,5645203,-0.6832709324109428,0.0,12,Pm
Ti3Si4Mo9,"[[4.916506446, 0.0, 0.0], [0.0, 4.949224265, 0.0], [-0.007561195, 0.0, 9.744708742]]","[[0.499, 0.5, 0.127], [0.00113, 0.25, 0.25], [0.00113, 0.75, 0.25], [0.25, 0.0, 0.501], [0.751, 0.0, 0.501], [0.502, 0.5, 0.625], [0.00151, 0.25, 0.748], [0.00151, 0.75, 0.748], [0.246, 0.0, 1.0], [0.502, 0.0, 0.25], [0.999, 0.5, 0.498], [0.502, 0.0, 0.754], [0.997, 0.5, 0.998], [0.749, 0.0, 0.00134], [0.5, 0.5, 0.377], [0.497, 0.5, 0.874]]","[42, 42, 42, 42, 42, 42, 42, 42, 42, 14, 14, 14, 14, 22, 22, 22]",2154532,5657203,-0.4580268225849231,0.0,16,Pm
Ti2(SiMo)3,"[[-4.863980088, 4.863980088, 2.47862136], [4.863980088, -4.863980088, 2.47862136], [4.863980088, 4.863980088, -2.47862136]]","[[0.925, 0.222, 0.146], [0.222, 0.0752, 0.297], [0.75, 0.25, 0.5], [0.25, 0.75, 0.5], [0.778, 0.925, 0.703], [0.0752, 0.778, 0.854], [0.247, 0.247, 0.0], [0.753, 0.753, 0.0], [0.333, 0.834, 0.167], [0.166, 0.333, 0.499], [0.834, 0.667, 0.501], [0.667, 0.166, 0.833], [0.725, 0.423, 0.148], [0.577, 0.725, 0.302], [0.423, 0.275, 0.698], [0.275, 0.577, 0.852]]","[42, 42, 42, 42, 42, 42, 14, 14, 14, 14, 14, 14, 22, 22, 22, 22]",2155501,5659468,-0.6250847571965661,0.0,16,I4/m
Ti4Si3Mo,"[[7.439825525, 0.0, 0.0], [-3.719912762, 6.443077904, 0.0], [0.0, 0.0, 5.084606991]]","[[0.667, 0.333, 0.0], [0.333, 0.667, 0.0], [0.607, 0.0, 0.244], [0.393, 0.393, 0.244], [0.0, 0.607, 0.244], [0.393, 0.0, 0.756], [0.0, 0.393, 0.756], [0.607, 0.607, 0.756], [0.248, 0.0, 0.249], [0.0, 0.248, 0.249], [0.752, 0.752, 0.249], [0.667, 0.333, 0.5], [0.333, 0.667, 0.5], [0.752, 0.0, 0.751], [0.248, 0.248, 0.751], [0.0, 0.752, 0.751]]","[42, 42, 14, 14, 14, 14, 14, 14, 22, 22, 22, 22, 22, 22, 22, 22]",2155950,5660794,-0.7747114675181317,0.0,16,P-31m
HfIr3,"[[3.960267, 0.0, 0.0], [0.0, 3.960267, 0.0], [0.0, 0.0, 3.960267]]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.0], [0.5, 0.0, 0.5], [0.0, 0.5, 0.5]]","[72, 77, 77, 77]",17363,8985,-0.80344056875,0.0,4,Pm-3m
HfAs2,"[[6.818671, 0.0, 0.0], [0.0, 9.006627, 0.0], [0.0, 0.0, 3.700322]]","[[0.081, 0.147, 0.25], [0.581, 0.353, 0.25], [0.12, 0.543, 0.25], [0.62, 0.957, 0.25], [0.38, 0.0429, 0.75], [0.88, 0.457, 0.75], [0.419, 0.647, 0.75], [0.919, 0.853, 0.75], [0.728, 0.662, 0.25], [0.228, 0.838, 0.25], [0.772, 0.162, 0.75], [0.272, 0.338, 0.75]]","[33, 33, 33, 33, 33, 33, 33, 33, 72, 72, 72, 72]",7909,150460,-0.758459605,0.0,12,Pnma
As2Ir,"[[6.119594, 0.0, 0.001156], [0.0, 6.135529, 0.0], [-2.451378, 0.0, 5.728202]]","[[0.846, 0.127, 0.125], [0.338, 0.37, 0.185], [0.662, 0.87, 0.315], [0.154, 0.627, 0.375], [0.846, 0.373, 0.625], [0.338, 0.13, 0.685], [0.662, 0.63, 0.815], [0.154, 0.873, 0.875], [0.728, 0.5, 0.208], [0.272, 1.0, 0.292], [0.728, 5.54e-05, 0.708], [0.272, 0.5, 0.792]]","[33, 33, 33, 33, 33, 33, 33, 33, 77, 77, 77, 77]",7822,150505,-0.477977788333333,0.0,12,P21/c
As3Ir,"[[-4.2861, 4.2861, 4.2861], [-4.2861, -4.2861, -4.2861], [4.2861, -4.2861, 4.2861]]","[[0.348, 0.494, 0.146], [0.652, 0.798, 0.146], [0.854, 0.348, 0.202], [0.494, 0.146, 0.348], [0.202, 0.854, 0.348], [0.146, 0.348, 0.494], [0.854, 0.652, 0.506], [0.798, 0.146, 0.652], [0.506, 0.854, 0.652], [0.146, 0.652, 0.798], [0.348, 0.202, 0.854], [0.652, 0.506, 0.854], [0.5, 0.0, 0.0], [0.0, 0.5, 0.0], [0.0, 0.0, 0.5], [0.5, 0.5, 0.5]]","[33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 77, 77, 77, 77]",3107,1226606,-0.427540423125,0.0,16,Im-3
Hf3As2,"[[10.511485, 0.0, 0.0], [0.0, 3.665742, 0.0], [0.0, 0.0, 10.116818]]","[[0.195, 0.75, 0.00113], [0.468, 0.25, 0.178], [0.968, 0.25, 0.322], [0.695, 0.75, 0.499], [0.305, 0.25, 0.501], [0.0321, 0.75, 0.678], [0.532, 0.75, 0.822], [0.805, 0.25, 0.999], [0.626, 0.75, 0.0681], [0.955, 0.75, 0.125], [0.213, 0.25, 0.206], [0.713, 0.25, 0.294], [0.455, 0.75, 0.375], [0.126, 0.75, 0.432], [0.874, 0.25, 0.568], [0.545, 0.25, 0.625], [0.287, 0.75, 0.706], [0.787, 0.75, 0.794], [0.0447, 0.25, 0.875], [0.374, 0.25, 0.932]]","[33, 33, 33, 33, 33, 33, 33, 33, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72]",28044,1293835,-0.908806205000001,0.0,20,Pnma
Hf7As4,"[[0.0, -3.597447, 0.0], [-8.105055, 1.798724, -0.001521], [3.691366, 0.0, -14.544859]]","[[0.177, 0.354, 0.109], [0.937, 0.875, 0.15], [0.372, 0.744, 0.338], [0.626, 0.253, 0.4], [0.374, 0.747, 0.6], [0.628, 0.256, 0.662], [0.0627, 0.125, 0.85], [0.823, 0.646, 0.891], [0.0, 0.0, 0.0], [0.337, 0.673, 0.0317], [0.571, 0.141, 0.17], [0.794, 0.587, 0.203], [0.198, 0.396, 0.309], [0.999, 0.997, 0.333], [0.821, 0.641, 0.457], [0.5, 0.0, 0.5], [0.179, 0.359, 0.543], [0.00135, 0.00269, 0.667], [0.802, 0.604, 0.691], [0.206, 0.413, 0.797], [0.429, 0.859, 0.83], [0.663, 0.327, 0.968]]","[33, 33, 33, 33, 33, 33, 33, 33, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72]",28043,1320475,-0.855415149545456,0.0,22,C2/m
Hf2As,"[[15.422787, 0.0, 0.0], [0.0, 12.496341, 0.0], [0.0, 0.0, 3.673563]]","[[0.414, 0.244, 0.0], [0.651, 0.311, 0.0], [0.212, 0.439, 0.0], [0.788, 0.561, 0.0], [0.349, 0.689, 0.0], [0.586, 0.756, 0.0], [0.712, 0.0611, 0.5], [0.151, 0.189, 0.5], [0.914, 0.256, 0.5], [0.0857, 0.744, 0.5], [0.849, 0.811, 0.5], [0.288, 0.939, 0.5], [0.257, 0.0975, 0.0], [0.581, 0.115, 0.0], [0.023, 0.153, 0.0], [0.795, 0.189, 0.0], [0.926, 0.417, 0.0], [0.395, 0.474, 0.0], [0.605, 0.526, 0.0], [0.0745, 0.583, 0.0], [0.205, 0.811, 0.0], [0.977, 0.847, 0.0], [0.419, 0.885, 0.0], [0.743, 0.902, 0.0], [0.895, 0.0262, 0.5], [0.426, 0.0835, 0.5], [0.295, 0.311, 0.5], [0.523, 0.347, 0.5], [0.0811, 0.385, 0.5], [0.757, 0.402, 0.5], [0.243, 0.598, 0.5], [0.919, 0.615, 0.5], [0.477, 0.653, 0.5], [0.705, 0.689, 0.5], [0.574, 0.917, 0.5], [0.105, 0.974, 0.5]]","[33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72]",659358,1390068,-0.806580883055557,0.0,36,Pnnm
HfIr,"[[1.673411192, -9.8497299, 0.0], [1.673411192, 9.8497299, 0.0], [0.0, 0.0, 4.369102454]]","[[0.939, 0.0608, 0.25], [0.195, 0.805, 0.25], [0.805, 0.195, 0.75], [0.0608, 0.939, 0.75], [0.557, 0.443, 0.25], [0.332, 0.668, 0.25], [0.668, 0.332, 0.75], [0.443, 0.557, 0.75]]","[72, 72, 72, 72, 77, 77, 77, 77]",1370619,3516461,-0.986409768749999,0.0,8,Cmcm
HfIr2,"[[-1.976899157, 1.976899157, 12.421523329], [1.976899157, -1.976899157, 12.421523329], [1.976899157, 1.976899157, -12.421523329]]","[[0.0767, 0.0767, 0.0], [0.923, 0.923, 0.0], [0.673, 0.173, 0.5], [0.827, 0.327, 0.5], [0.25, 0.25, 0.0], [0.418, 0.418, 0.0], [0.582, 0.582, 0.0], [0.75, 0.75, 0.0], [0.00041, 0.5, 0.5], [0.168, 0.668, 0.5], [0.332, 0.832, 0.5], [0.5, 1.0, 0.5]]","[72, 72, 72, 72, 77, 77, 77, 77, 77, 77, 77, 77]",1436115,3550158,-0.875482300833334,0.0,12,I41/amd
Hf2Ir,"[[6.556551683, 0.0, 0.0], [0.0, 4.50499271, 0.0], [0.0, 0.0, 8.11595699]]","[[0.151, 0.75, 0.0814], [0.491, 0.25, 0.175], [0.991, 0.25, 0.325], [0.651, 0.75, 0.419], [0.349, 0.25, 0.581], [0.00886, 0.75, 0.675], [0.509, 0.75, 0.825], [0.849, 0.25, 0.919], [0.744, 0.75, 0.0892], [0.244, 0.75, 0.411], [0.756, 0.25, 0.589], [0.256, 0.25, 0.911]]","[72, 72, 72, 72, 72, 72, 72, 72, 77, 77, 77, 77]",1368635,3599877,-0.751603227500001,0.0,12,Pnma
HfAs,"[[3.796830327, 0.0, 0.0], [-1.898415164, 3.288151517, 0.0], [0.0, 0.0, 12.766454713]]","[[0.0, 0.0, 0.0], [0.333, 0.667, 0.25], [0.0, 0.0, 0.5], [0.667, 0.333, 0.75], [0.667, 0.333, 0.117], [0.667, 0.333, 0.383], [0.333, 0.667, 0.617], [0.333, 0.667, 0.883]]","[33, 33, 33, 33, 72, 72, 72, 72]",1883367,4933928,-1.0067878087499995,0.0,8,P-3m1
Hf3As,"[[7.722727262, -2.700750292, 0.0], [7.722727262, 2.700750292, 0.0], [-0.092583698, 0.0, 15.377608723]]","[[0.937, 0.894, 0.128], [0.579, 0.665, 0.167], [0.335, 0.421, 0.333], [0.106, 0.0632, 0.372], [0.894, 0.937, 0.628], [0.665, 0.579, 0.667], [0.421, 0.335, 0.833], [0.0632, 0.106, 0.872], [0.879, 0.431, 0.0108], [0.297, 0.802, 0.0166], [0.47, 0.0511, 0.0947], [0.461, 0.423, 0.167], [0.0439, 0.122, 0.192], [0.00141, 0.531, 0.199], [0.469, 0.999, 0.301], [0.878, 0.956, 0.308], [0.577, 0.539, 0.333], [0.949, 0.53, 0.405], [0.198, 0.703, 0.483], [0.569, 0.121, 0.489], [0.431, 0.879, 0.511], [0.802, 0.297, 0.517], [0.0511, 0.47, 0.595], [0.423, 0.461, 0.667], [0.122, 0.0439, 0.692], [0.531, 0.00141, 0.699], [0.999, 0.469, 0.801], [0.956, 0.878, 0.808], [0.539, 0.577, 0.833], [0.53, 0.949, 0.905], [0.703, 0.198, 0.983], [0.121, 0.569, 0.989]]","[33, 33, 33, 33, 33, 33, 33, 33, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72]",2778,5206638,-0.6455808809374997,0.0,32,C2/c
Hf5Ir3,"[[7.897432394, 0.0, 0.0], [-3.948716197, 6.839377078, 0.0], [0.0, 0.0, 16.954499905]]","[[0.248, 0.0, 0.0], [0.773, 0.763, 0.00739], [0.758, 0.379, 0.0833], [0.311, 0.656, 0.0833], [0.773, 0.00995, 0.159], [0.248, 0.248, 0.167], [0.00995, 0.773, 0.174], [0.656, 0.311, 0.25], [0.379, 0.758, 0.25], [0.763, 0.773, 0.326], [0.0, 0.248, 0.333], [0.237, 0.00995, 0.341], [0.621, 0.379, 0.417], [0.344, 0.656, 0.417], [0.99, 0.763, 0.493], [0.752, 0.0, 0.5], [0.227, 0.237, 0.507], [0.689, 0.344, 0.583], [0.242, 0.621, 0.583], [0.227, 0.99, 0.659], [0.752, 0.752, 0.667], [0.99, 0.227, 0.674], [0.621, 0.242, 0.75], [0.344, 0.689, 0.75], [0.237, 0.227, 0.826], [0.0, 0.752, 0.833], [0.763, 0.99, 0.841], [0.656, 0.344, 0.917], [0.379, 0.621, 0.917], [0.00995, 0.237, 0.993], [0.62, 0.0, 0.0], [0.418, 0.392, 0.0237], [0.418, 0.0259, 0.143], [0.62, 0.62, 0.167], [0.0259, 0.418, 0.19], [0.392, 0.418, 0.31], [0.0, 0.62, 0.333], [0.608, 0.0259, 0.357], [0.974, 0.392, 0.476], [0.38, 0.0, 0.5], [0.582, 0.608, 0.524], [0.582, 0.974, 0.643], [0.38, 0.38, 0.667], [0.974, 0.582, 0.69], [0.608, 0.582, 0.81], [0.0, 0.38, 0.833], [0.392, 0.974, 0.857], [0.0259, 0.608, 0.976]]","[72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77]",2052706,5258649,-0.8166807799999999,0.0,48,P6122
Hf5As3,"[[27.550203333, 0.0, 0.0], [0.0, 3.616527208, 0.0], [0.0, 0.0, 12.390068933]]","[[0.72, 0.25, 0.00706], [0.424, 0.75, 0.0503], [0.928, 0.25, 0.0804], [0.16, 0.75, 0.185], [0.303, 0.25, 0.245], [0.0492, 0.25, 0.249], [0.549, 0.25, 0.251], [0.803, 0.25, 0.255], [0.66, 0.75, 0.315], [0.428, 0.25, 0.42], [0.924, 0.75, 0.45], [0.22, 0.25, 0.493], [0.78, 0.75, 0.507], [0.0759, 0.25, 0.55], [0.572, 0.75, 0.58], [0.34, 0.25, 0.685], [0.197, 0.75, 0.745], [0.451, 0.75, 0.749], [0.951, 0.75, 0.751], [0.697, 0.75, 0.755], [0.84, 0.25, 0.815], [0.072, 0.75, 0.92], [0.576, 0.25, 0.95], [0.28, 0.75, 0.993], [0.824, 0.25, 0.043], [0.35, 0.25, 0.0531], [0.101, 0.25, 0.0718], [0.532, 0.75, 0.0852], [0.00258, 0.75, 0.111], [0.228, 0.25, 0.116], [0.638, 0.25, 0.154], [0.739, 0.75, 0.165], [0.455, 0.25, 0.197], [0.877, 0.75, 0.211], [0.377, 0.75, 0.289], [0.955, 0.25, 0.303], [0.239, 0.75, 0.335], [0.138, 0.25, 0.346], [0.728, 0.25, 0.384], [0.503, 0.75, 0.389], [0.0323, 0.75, 0.415], [0.601, 0.25, 0.428], [0.85, 0.25, 0.447], [0.324, 0.25, 0.457], [0.676, 0.75, 0.543], [0.15, 0.75, 0.553], [0.399, 0.75, 0.572], [0.968, 0.25, 0.585], [0.497, 0.25, 0.611], [0.272, 0.75, 0.616], [0.862, 0.75, 0.654], [0.761, 0.25, 0.665], [0.0446, 0.75, 0.697], [0.623, 0.25, 0.711], [0.123, 0.25, 0.789], [0.545, 0.75, 0.803], [0.261, 0.25, 0.835], [0.362, 0.75, 0.846], [0.772, 0.75, 0.884], [0.997, 0.25, 0.889], [0.468, 0.25, 0.915], [0.899, 0.75, 0.928], [0.65, 0.75, 0.947], [0.176, 0.75, 0.957]]","[33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72]",2064976,5317153,-0.8726753759375008,0.0,64,Pnma
VZn3,"[[3.814843, 0.0, 0.0], [0.0, 3.814843, 0.0], [0.0, 0.0, 3.814843]]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.0], [0.5, 0.0, 0.5], [0.0, 0.5, 0.5]]","[23, 30, 30, 30]",18189,10240,-0.04073035,0.0,4,Pm-3m
V4Zn5,"[[0.0, 0.0, -3.178452], [4.432021, 4.432021, 1.589226], [4.432021, -4.432021, -1.589226]]","[[0.655, 0.655, 0.345], [0.0, 0.345, 0.345], [0.345, 0.345, 0.655], [0.0, 0.655, 0.655], [0.0, 0.0, 0.0], [0.67, 0.34, 0.0], [0.33, 0.66, 0.0], [0.33, 0.0, 0.34], [0.67, 0.0, 0.66]]","[23, 23, 23, 23, 30, 30, 30, 30, 30]",18177,55233,-0.0469778922222217,0.0,9,I4/mmm
Zn,"[[2.640824, 0.0, 0.0], [-1.320412, 2.287013, 0.0], [0.0, 0.0, 5.025683]]","[[0.333, 0.667, 0.25], [0.667, 0.333, 0.75]]","[30, 30]",122929,1234003,0.0,0.0,2,P63/mmc
SiIr,"[[5.569897, 0.0, 0.0], [0.0, 3.287617, 0.0], [0.0, 0.0, 6.302102]]","[[0.0032, 0.25, 0.205], [0.503, 0.25, 0.295], [0.497, 0.75, 0.705], [0.997, 0.75, 0.795], [0.317, 0.75, 0.064], [0.817, 0.75, 0.436], [0.183, 0.25, 0.564], [0.683, 0.25, 0.936]]","[77, 77, 77, 77, 14, 14, 14, 14]",3182,32806,-0.69033795875,0.0,8,Pnma
CoSi2,"[[2.674358, -2.674358, 0.0], [-2.674358, 0.0, -2.674358], [2.674358, 2.674358, 0.0]]","[[0.0, 0.0, 0.0], [0.75, 0.5, 0.25], [0.25, 0.5, 0.75]]","[27, 14, 14]",5256,1343430,-0.474772893333333,0.0,3,Fm-3m
CoSi,"[[4.422144, 0.0, 0.0], [0.0, 4.422144, 0.0], [0.0, 0.0, 4.422144]]","[[0.145, 0.145, 0.145], [0.855, 0.645, 0.355], [0.355, 0.855, 0.645], [0.645, 0.355, 0.855], [0.343, 0.657, 0.157], [0.657, 0.157, 0.343], [0.157, 0.343, 0.657], [0.843, 0.843, 0.843]]","[27, 27, 27, 27, 14, 14, 14, 14]",3604,1344355,-0.62430027125,0.0,8,P213
Co2Si,"[[4.871414, 0.0, 0.0], [0.0, 7.029698, 0.0], [0.0, 0.0, 3.704545]]","[[0.0375, 0.218, 0.25], [0.538, 0.282, 0.25], [0.174, 0.565, 0.25], [0.674, 0.935, 0.25], [0.326, 0.0651, 0.75], [0.826, 0.435, 0.75], [0.462, 0.718, 0.75], [0.962, 0.782, 0.75], [0.703, 0.606, 0.25], [0.203, 0.894, 0.25], [0.797, 0.106, 0.75], [0.297, 0.394, 0.75]]","[27, 27, 27, 27, 27, 27, 27, 27, 14, 14, 14, 14]",646168,1345307,-0.464666235833333,0.0,12,Pnma
Si4Ir3,"[[19.025601, 0.0, 0.0], [0.0, 3.73579, 0.0], [0.0, 0.0, 5.836366]]","[[0.176, 0.25, 0.00165], [0.326, 0.25, 0.109], [0.0314, 0.25, 0.196], [0.531, 0.25, 0.304], [0.826, 0.25, 0.391], [0.676, 0.25, 0.498], [0.324, 0.75, 0.502], [0.174, 0.75, 0.609], [0.469, 0.75, 0.696], [0.969, 0.75, 0.804], [0.674, 0.75, 0.891], [0.824, 0.75, 0.998], [0.55, 0.75, 0.0267], [0.909, 0.25, 0.0735], [0.644, 0.25, 0.109], [0.23, 0.75, 0.217], [0.73, 0.75, 0.283], [0.144, 0.25, 0.391], [0.409, 0.25, 0.427], [0.0497, 0.75, 0.473], [0.95, 0.25, 0.527], [0.591, 0.75, 0.573], [0.856, 0.75, 0.609], [0.27, 0.25, 0.717], [0.77, 0.25, 0.783], [0.356, 0.75, 0.891], [0.0908, 0.75, 0.927], [0.45, 0.25, 0.973]]","[77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]",7871,1351000,-0.663203656785714,0.0,28,Pnma
Si2Ir3,"[[4.006895257, 0.0, 0.0], [-2.003447628, 3.470073083, 0.0], [0.0, 0.0, 5.205630089]]","[[0.667, 0.333, 0.173], [0.0, 0.0, 0.5], [0.333, 0.667, 0.827], [0.333, 0.667, 0.294], [0.667, 0.333, 0.706]]","[77, 77, 77, 14, 14]",1964025,4963145,-0.6259709580000006,0.0,5,P-3m1
Si5Ir4,"[[5.941722722, 0.0, 0.0], [0.0, 3.652778356, 0.0], [-2.191298034, 0.0, 12.256439019]]","[[0.217, 0.75, 0.049], [0.708, 0.25, 0.27], [0.105, 0.75, 0.273], [0.7, 0.25, 0.499], [0.3, 0.75, 0.501], [0.895, 0.25, 0.727], [0.292, 0.75, 0.73], [0.783, 0.25, 0.951], [0.506, 0.25, 0.0781], [0.974, 0.25, 0.141], [0.47, 0.75, 0.225], [0.356, 0.25, 0.363], [0.89, 0.75, 0.425], [0.11, 0.25, 0.575], [0.644, 0.75, 0.637], [0.53, 0.25, 0.775], [0.0265, 0.75, 0.859], [0.494, 0.75, 0.922]]","[77, 77, 77, 77, 77, 77, 77, 77, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]",2027601,5173377,-0.6713826811111111,0.0,18,P21/m
Si5Ir3,"[[6.466159913, 0.0, 0.0], [0.0, 14.299902853, 0.0], [-5.216393808, 0.0, 10.427602495]]","[[0.267, 0.165, 0.00688], [0.933, 0.0936, 0.103], [0.928, 0.402, 0.111], [0.737, 0.667, 0.133], [0.418, 0.457, 0.227], [0.452, 0.752, 0.244], [0.548, 0.252, 0.256], [0.582, 0.957, 0.273], [0.263, 0.167, 0.367], [0.0724, 0.902, 0.389], [0.0669, 0.594, 0.397], [0.733, 0.665, 0.493], [0.267, 0.335, 0.507], [0.933, 0.406, 0.603], [0.928, 0.0982, 0.611], [0.737, 0.833, 0.633], [0.418, 0.0435, 0.727], [0.452, 0.748, 0.744], [0.548, 0.248, 0.756], [0.582, 0.543, 0.773], [0.263, 0.333, 0.867], [0.0724, 0.598, 0.889], [0.0669, 0.906, 0.897], [0.733, 0.835, 0.993], [0.853, 0.563, 0.00939], [0.427, 0.842, 0.0673], [0.244, 0.00994, 0.0765], [0.547, 0.35, 0.0909], [0.36, 0.613, 0.109], [0.116, 0.249, 0.144], [0.828, 0.943, 0.165], [0.636, 0.109, 0.173], [0.0536, 0.78, 0.192], [0.757, 0.512, 0.205], [0.243, 0.0119, 0.295], [0.946, 0.28, 0.308], [0.364, 0.609, 0.327], [0.172, 0.443, 0.335], [0.884, 0.749, 0.356], [0.64, 0.113, 0.391], [0.453, 0.85, 0.409], [0.756, 0.51, 0.423], [0.573, 0.342, 0.433], [0.147, 0.0633, 0.491], [0.853, 0.937, 0.509], [0.427, 0.658, 0.567], [0.244, 0.49, 0.577], [0.547, 0.15, 0.591], [0.36, 0.887, 0.609], [0.116, 0.251, 0.644], [0.828, 0.557, 0.665], [0.636, 0.391, 0.673], [0.0536, 0.72, 0.692], [0.757, 0.988, 0.705], [0.243, 0.488, 0.795], [0.946, 0.22, 0.808], [0.364, 0.891, 0.827], [0.172, 0.0572, 0.835], [0.884, 0.751, 0.856], [0.64, 0.387, 0.891], [0.453, 0.65, 0.909], [0.756, 0.99, 0.923], [0.573, 0.158, 0.933], [0.147, 0.437, 0.991]]","[77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]",100667,5312011,-0.6231324096874999,0.0,64,P21/c
ZnPd,"[[2.919762, 0.0, 0.0], [0.0, 2.919762, 0.0], [0.0, 0.0, 3.374095]]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[46, 30]",17989,5927,-0.571748935,0.0,2,P4/mmm
ZnPd,"[[-2.06462, -2.06462, 0.0], [-2.06462, 2.06462, 0.0], [0.0, 0.0, -3.374017]]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[46, 30]",30950,6597,-0.57174918,0.0,2,P4/mmm
Zn3Pd,"[[-1.8563, 1.8563, 4.054512], [1.8563, -1.8563, 4.054512], [1.8563, 1.8563, -4.054512]]","[[0.0, 0.0, 0.0], [0.75, 0.25, 0.5], [0.25, 0.75, 0.5], [0.5, 0.5, 0.0]]","[46, 30, 30, 30]",303031,185269,-0.352534055,0.0,4,I4/mmm
PPd3,"[[6.060178, 0.0, 0.0], [0.0, 7.53787, 0.0], [0.0, 0.0, 5.240121]]","[[0.381, 0.25, 0.0429], [0.881, 0.25, 0.457], [0.119, 0.75, 0.543], [0.619, 0.75, 0.957], [0.972, 0.75, 0.131], [0.674, 0.0631, 0.164], [0.674, 0.437, 0.164], [0.174, 0.0631, 0.336], [0.174, 0.437, 0.336], [0.472, 0.75, 0.369], [0.528, 0.25, 0.631], [0.826, 0.563, 0.664], [0.826, 0.937, 0.664], [0.326, 0.563, 0.836], [0.326, 0.937, 0.836], [0.0278, 0.25, 0.869]]","[15, 15, 15, 15, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46]",15247,1227049,-0.545111084114984,0.0,16,Pnma
