Unnamed: 0,composition,type,cell,positions,numbers,initial_cell,initial_positions,initial_numbers,optimized_formula,optimized_cell,optimized_positions,optimized_numbers,Energy (eV/atom),Formation Energy (eV/atom),Hull Distance (eV/atom)
77267,Zn2PdP,full,"[[2.70794946, 2.70794946, 0.0], [-2.70794946, 2.70794946, 0.0], [-0.0, -0.0, 7.96675256]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[30, 30, 30, 30, 46, 46, 15, 15]","[[2.70794946, 2.70794946, 0.0], [-2.70794946, 2.70794946, 0.0], [-0.0, -0.0, 7.96675256]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[30, 30, 30, 30, 46, 46, 15, 15]",P2Pd2Zn4,"[[2.7340551463166087, 2.734055146316609, 3.1005205479572615e-17], [-2.7340551463166083, 2.7340551463166087, 3.100520547957248e-17], [-7.569686487484806e-32, 9.073870420701917e-17, 7.932684237141054]]","[[0.5000000000000001, -1.373550007313715e-16, 0.24999999999999986], [1.304635442663454e-16, 0.5000000000000003, 0.7499999999999998], [0.5, -9.014093015055928e-17, 0.7499999999999998], [1.3876062491679102e-16, 0.5000000000000003, 0.24999999999999986], [3.381676529664757e-17, -3.3816765296647615e-17, 0.4999999999999997], [0.5000000000000001, 0.5000000000000002, -7.485644054567763e-34], [4.0998661201939686e-17, -4.099866120193973e-17, 8.687495527729967e-50], [0.5000000000000001, 0.5000000000000002, 0.4999999999999997]]","[30, 30, 30, 30, 46, 46, 15, 15]",-3.373757839202881,-0.1097708429609025,0.28764671087265015
78106,Y2MnGa,inverse,"[[3.0471462, 3.0471462, -0.0], [-3.0471462, 3.0471462, 0.0], [-0.0, 0.0, 9.67051961]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[39, 39, 39, 39, 25, 25, 31, 31]","[[3.0471462, 3.0471462, -0.0], [-3.0471462, 3.0471462, 0.0], [-0.0, 0.0, 9.67051961]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[39, 39, 39, 39, 25, 25, 31, 31]",Ga2Mn2Y4,"[[3.064313339788931, 3.0643133397889315, 2.471024176541948e-19], [-3.064313339788931, 3.0643133397889315, 2.4710241765419483e-19], [-1.1476127735559094e-34, 7.849595072920601e-19, 9.702988009969895]]","[[0.49999999999999967, 3.496734118370843e-16, 0.25000000000000006], [-6.141502229979437e-16, 0.4999999999999994, 0.7500000000000001], [-6.744481175881339e-17, -7.829457214408632e-17, 0.5000000000000001], [0.4999999999999989, 0.49999999999999994, 1.731776966917709e-35], [0.49999999999999967, 3.2185379581335647e-16, 0.7500000000000001], [-5.863306069742159e-16, 0.49999999999999933, 0.25000000000000006], [-3.643484597572488e-17, -3.643484597572497e-17, -1.6667619951306643e-51], [0.4999999999999989, 0.49999999999999994, 0.5000000000000001]]","[39, 39, 39, 39, 25, 25, 31, 31]",-6.389214515686035,-0.1272762109493381,0.21767291529425353
79022,YAgPb,half,"[[3.1330083, 3.1330083, -0.0], [-3.1330083, 3.1330083, 0.0], [-0.0, -0.0, 8.97798271]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[39, 39, 47, 47, 82, 82]","[[3.1330083, 3.1330083, -0.0], [-3.1330083, 3.1330083, 0.0], [-0.0, -0.0, 8.97798271]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[39, 39, 47, 47, 82, 82]",Ag2Pb2Y2,"[[3.038359199416897, 3.038359199416892, -1.672075576484744e-20], [-3.0383591994168975, 3.0383591994168926, -1.6720755764847442e-20], [4.0962252519008503e-41, -5.247788735993541e-20, 9.537705315191355]]","[[0.4999999999999998, -1.9733922763283643e-15, 0.24999999999999994], [-5.019488565688101e-16, 0.5000000000000004, 0.7499999999999991], [-2.993924397188877e-17, 2.993924397188886e-17, 0.4999999999999999], [0.5000000000000001, 0.4999999999999978, -4.888461468110773e-37], [-7.087265135079013e-17, 4.188454471796145e-31, 3.0562451771778136e-53], [0.5000000000000001, 0.4999999999999978, 0.4999999999999999]]","[39, 39, 47, 47, 82, 82]",-4.452441851298015,-0.128928290473091,0.3083470662434892
79179,Y2TaP,inverse,"[[2.99519593, 2.99519593, -0.0], [-2.99519593, 2.99519593, -0.0], [0.0, -0.0, 9.75760516]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[39, 39, 39, 39, 73, 73, 15, 15]","[[2.99519593, 2.99519593, -0.0], [-2.99519593, 2.99519593, -0.0], [0.0, -0.0, 9.75760516]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[39, 39, 39, 39, 73, 73, 15, 15]",P2Ta2Y4,"[[2.9643356624665853, 2.9643356624665866, -3.598476669257105e-19], [-2.964335662466585, 2.9643356624665866, -3.598476669257105e-19], [3.449261569518281e-37, -1.1623579804691656e-18, 9.854764764953838]]","[[0.4999999999999997, 3.0136305049442915e-16, 0.25], [-1.155398249281378e-16, 0.4999999999999993, 0.7499999999999999], [2.1488889804237746e-17, -2.148888980423768e-17, 0.5], [0.4999999999999995, 0.49999999999999956, -4.8041558287357466e-35], [0.49999999999999967, 3.2921665464940217e-16, 0.7499999999999999], [-1.4339342908311086e-16, 0.4999999999999993, 0.25], [3.706679130754416e-17, -3.7066791307544065e-17, 3.875215915289795e-51], [0.4999999999999995, 0.49999999999999956, 0.5]]","[39, 39, 39, 39, 73, 73, 15, 15]",-7.579726696014404,-0.0504837717328747,0.7777450084686285
84010,Mo2IrP,inverse,"[[2.66666706, 2.66666706, -0.0], [-2.66666706, 2.66666706, -0.0], [-0.0, -0.0, 8.17081612]]","[[0.4999999999999999, 4.163335728252317e-17, 0.25], [0.9999999999999998, 0.4999999999999998, 0.7500000000000001], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.4999999999999999, 4.163335728252317e-17, 0.7500000000000001], [0.9999999999999998, 0.4999999999999998, 0.25], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]","[42, 42, 42, 42, 77, 77, 15, 15]","[[2.66666706, 2.66666706, -0.0], [-2.66666706, 2.66666706, -0.0], [-0.0, -0.0, 8.17081612]]","[[0.4999999999999999, 4.163335728252317e-17, 0.25], [0.9999999999999998, 0.4999999999999998, 0.7500000000000001], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.4999999999999999, 4.163335728252317e-17, 0.7500000000000001], [0.9999999999999998, 0.4999999999999998, 0.25], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]","[42, 42, 42, 42, 77, 77, 15, 15]",Ir2Mo4P2,"[[2.620981051600363, 2.6209810516003644, -6.17000137978011e-19], [-2.6209810516003635, 2.6209810516003644, -6.17000137978011e-19], [1.0543518185000969e-34, -1.838946060047851e-18, 8.516712079290098]]","[[0.49999999999999895, -7.562605445358045e-16, 0.25000000000000006], [0.9999999999999987, 0.4999999999999988, 0.7500000000000006], [-1.9692506587594906e-16, 3.039163674585699e-17, 0.5000000000000001], [0.49999999999999906, 0.49999999999999917, -8.756216346068319e-35], [0.499999999999999, -8.115962894951508e-16, 0.7500000000000006], [0.9999999999999987, 0.4999999999999988, 0.25000000000000006], [-2.0816678641261532e-16, 4.163335728252339e-17, 5.825376502962579e-50], [0.49999999999999906, 0.49999999999999917, 0.5000000000000001]]","[42, 42, 42, 42, 77, 77, 15, 15]",-8.9454927444458,0.0352629934038439,0.5286450386047362
86081,Rh2TiIn,inverse,"[[2.69257359, 2.69257359, -0.0], [-2.69257359, 2.69257359, -0.0], [0.0, 0.0, 8.77385487]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]","[45, 45, 45, 45, 22, 22, 49, 49]","[[2.69257359, 2.69257359, -0.0], [-2.69257359, 2.69257359, -0.0], [0.0, 0.0, 8.77385487]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]","[45, 45, 45, 45, 22, 22, 49, 49]",In2Rh4Ti2,"[[2.717976582431691, 2.7179765824316906, 1.2983701898335417e-19], [-2.7179765824316906, 2.71797658243169, 1.2983701898335414e-19], [5.1258409917339416e-39, 4.163180414095065e-19, 8.711629725694662]]","[[0.5000000000000001, -1.664831058287593e-17, 0.24999999999999992], [1.52974757316906e-16, 0.5, 0.7499999999999998], [1.1833610336855953e-16, 4.659502850444621e-17, 0.4999999999999999], [0.5000000000000001, 0.5000000000000001, -5.061506218532456e-17], [0.5, -1.6686603595047234e-17, 0.7499999999999998], [1.252574747134484e-16, 0.5, 0.24999999999999992], [4.123278296825146e-17, -4.1232782968251494e-17, -5.061506218532456e-17], [0.5000000000000001, 0.5, 0.4999999999999999]]","[45, 45, 45, 45, 22, 22, 49, 49]",-6.896273612976074,-0.5869234402974444,0.0970156987508135
88958,Ag2VSi,inverse,"[[3.19037059, 3.19037059, 0.0], [-3.19037059, 3.19037059, -0.0], [-0.0, -0.0, 6.29911887]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[47, 47, 47, 47, 23, 23, 14, 14]","[[3.19037059, 3.19037059, 0.0], [-3.19037059, 3.19037059, -0.0], [-0.0, -0.0, 6.29911887]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[47, 47, 47, 47, 23, 23, 14, 14]",Ag4Si2V2,"[[3.206985783893931, 3.2069857838939315, -1.0185583869147272e-19], [-3.206985783893931, 3.206985783893932, -1.0185583869147273e-19], [1.6214333335254993e-38, -2.0229648437153174e-19, 6.270911034522074]]","[[0.49999999999999967, 2.943256016127598e-16, 0.25000000000000006], [-5.857645286559582e-16, 0.4999999999999995, 0.7499999999999998], [-4.936067489421167e-17, -4.9360674894211797e-17, 0.5000000000000001], [0.4999999999999988, 0.5000000000000001, 7.050021106365667e-17], [0.49999999999999967, 2.943413715988155e-16, 0.7499999999999998], [-6.203991931254537e-16, 0.4999999999999995, 0.25000000000000006], [-4.9360674894211674e-17, -4.93606748942118e-17, 7.050021106365668e-17], [0.4999999999999988, 0.5000000000000001, 0.5]]","[47, 47, 47, 47, 23, 23, 14, 14]",-4.785653114318848,0.2510829766591387,0.5228876613435288
89488,Ag2RuAs,inverse,"[[3.2008228, 3.2008228, 0.0], [-3.2008228, 3.2008228, -0.0], [0.0, -0.0, 6.40272261]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000001], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7500000000000001], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[47, 47, 47, 47, 44, 44, 33, 33]","[[3.2008228, 3.2008228, 0.0], [-3.2008228, 3.2008228, -0.0], [0.0, -0.0, 6.40272261]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000001], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7500000000000001], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[47, 47, 47, 47, 44, 44, 33, 33]",Ag4As2Ru2,"[[3.208465427594088, 3.2084654275940894, 2.349886949901637e-19], [-3.208465427594088, 3.2084654275940894, 2.3498869499015984e-19], [1.5466730267039556e-32, 4.69977390341403e-19, 6.416930863372467]]","[[0.49999999999999994, 1.0832063225913197e-16, 0.25000000000000017], [-2.7992788572574447e-16, 0.5, 0.7500000000000006], [1.3873442378308774e-16, -1.1210428095567602e-31, 0.5000000000000003], [0.4999999999999997, 0.5000000000000001, 2.1692483716508325e-35], [0.49999999999999994, 8.0528436536403e-17, 0.7500000000000006], [-2.243801143873866e-16, 0.5, 0.25000000000000017], [1.3873442378308777e-16, -8.401340040292066e-32, -1.4192483690653065e-51], [0.4999999999999997, 0.5000000000000001, 0.5000000000000003]]","[47, 47, 47, 47, 44, 44, 33, 33]",-4.506840705871582,0.3797281583150225,0.530767997105916
92639,Hf2AgSn,inverse,"[[2.95642024, 2.95642024, 0.0], [-2.95642024, 2.95642024, 0.0], [0.0, 0.0, 9.60452815]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[72, 72, 72, 72, 47, 47, 50, 50]","[[2.95642024, 2.95642024, 0.0], [-2.95642024, 2.95642024, 0.0], [0.0, 0.0, 9.60452815]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[72, 72, 72, 72, 47, 47, 50, 50]",Ag2Hf4Sn2,"[[2.9805923447454292, 2.9805923447454297, -1.371052669922173e-19], [-2.9805923447454292, 2.9805923447454297, -1.371052669922173e-19], [-2.419421912065012e-39, -4.357442147202694e-19, 9.459355121480062]]","[[0.4999999999999998, 1.942399433193315e-16, 0.25000000000000006], [-8.479558657792487e-16, 0.499999999999999, 0.7500000000000001], [3.392869176577081e-17, 1.1628310960183895e-16, 0.5000000000000001], [0.4999999999999988, 0.4999999999999996, -5.7356421950622713e-36], [0.4999999999999998, 2.2203206739281047e-16, 0.7500000000000001], [-9.035035654683565e-16, 0.49999999999999906, 0.25000000000000006], [-7.510590068380512e-17, 3.2027120954442467e-32, 3.193652088924505e-52], [0.4999999999999986, 0.49999999999999944, 0.5000000000000001]]","[72, 72, 72, 72, 47, 47, 50, 50]",-6.838346481323242,-0.1881379683812465,0.11325958040025433
92942,Hf2ReBi,inverse,"[[2.94419415, 2.94419415, -0.0], [-2.94419415, 2.94419415, 0.0], [-0.0, 0.0, 9.41761516]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]","[72, 72, 72, 72, 75, 75, 83, 83]","[[2.94419415, 2.94419415, -0.0], [-2.94419415, 2.94419415, 0.0], [-0.0, 0.0, 9.41761516]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]","[72, 72, 72, 72, 75, 75, 83, 83]",Bi2Hf4Re2,"[[2.9754244565020307, 2.9754244565020294, 4.547711128151378e-18], [-2.9754244565020307, 2.9754244565020294, 4.547711128151378e-18], [-1.1178822317989187e-38, 1.4203352149141696e-17, 9.280161710352537]]","[[0.5000000000000002, -1.6343982796729577e-16, 0.24999999999999983], [-6.114733954977816e-16, 0.49999999999999994, 0.7499999999999994], [-1.0657717905130619e-16, -4.4258393341248945e-17, 0.49999999999999967], [0.4999999999999994, 0.5, -4.715516638822418e-17], [0.5000000000000002, -1.6463321670533814e-16, 0.7499999999999994], [-6.102800067597392e-16, 0.49999999999999994, 0.24999999999999983], [-7.541778619627765e-17, 4.652430072399014e-32, -4.715516638822414e-17], [0.4999999999999994, 0.5, 0.49999999999999967]]","[72, 72, 72, 72, 75, 75, 83, 83]",-8.874180793762207,0.142086386680603,0.42153146531846797
93046,HfIrAs,half,"[[2.73443664, 2.73443664, 0.0], [-2.73443664, 2.73443664, -0.0], [-0.0, -0.0, 7.83571456]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[72, 72, 77, 77, 33, 33]","[[2.73443664, 2.73443664, 0.0], [-2.73443664, 2.73443664, -0.0], [-0.0, -0.0, 7.83571456]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[72, 72, 77, 77, 33, 33]",As2Hf2Ir2,"[[2.7119266652413834, 2.711926665241383, -4.306834142830224e-25], [-2.711926665241384, 2.7119266652413834, -4.306834142830225e-25], [-6.118132621039831e-44, -1.2682482812574181e-24, 7.985633891450732]]","[[0.5000000000000007, 1.5125524897537279e-16, 0.2500000000000001], [-2.350671668948932e-16, 0.5000000000000002, 0.7500000000000002], [2.745536382339779e-18, -2.745536382339771e-18, 0.5000000000000002], [0.5000000000000006, 0.5000000000000003, 1.4754241565901906e-41], [-3.081487911019578e-33, 9.637222796211841e-37, 9.841772199892427e-74], [0.5000000000000006, 0.5000000000000003, 0.5000000000000002]]","[72, 72, 77, 77, 33, 33]",-8.295340220133463,-0.4943199157714835,0.37059520539783375
93154,Hf2PtTl,inverse,"[[2.87857705, 2.87857705, -0.0], [-2.87857705, 2.87857705, 0.0], [0.0, -0.0, 9.82143899]]","[[0.5, 3.8568466479824e-17, 0.25], [0.9999999999999999, 0.4999999999999999, 0.75], [0.0, 0.0, 0.5], [0.49999999999999983, 0.49999999999999994, 0.0], [0.5, 3.8568466479824e-17, 0.75], [0.9999999999999999, 0.4999999999999999, 0.25], [0.0, 0.0, 0.0], [0.49999999999999983, 0.49999999999999994, 0.5]]","[72, 72, 72, 72, 78, 78, 81, 81]","[[2.87857705, 2.87857705, -0.0], [-2.87857705, 2.87857705, 0.0], [0.0, -0.0, 9.82143899]]","[[0.5, 3.8568466479824e-17, 0.25], [0.9999999999999999, 0.4999999999999999, 0.75], [0.0, 0.0, 0.5], [0.49999999999999983, 0.49999999999999994, 0.0], [0.5, 3.8568466479824e-17, 0.75], [0.9999999999999999, 0.4999999999999999, 0.25], [0.0, 0.0, 0.0], [0.49999999999999983, 0.49999999999999994, 0.5]]","[72, 72, 72, 72, 78, 78, 81, 81]",Hf4Pt2Tl2,"[[2.9642076298978233, 2.9642076298978233, 3.5248312587808647e-23], [-2.9642076298978237, 2.9642076298978237, 3.524831258780865e-23], [-2.6219254358368973e-43, 1.096331971854699e-22, 9.219422337622209]]","[[0.4999999999999998, 1.8958381103815448e-16, 0.24999999999999997], [0.9999999999999993, 0.4999999999999996, 0.7499999999999997], [-8.907896530308647e-17, 8.907896530308651e-17, 0.49999999999999994], [0.49999999999999994, 0.5, 2.5085701720722444e-40], [0.4999999999999998, 1.8958380179173765e-16, 0.7499999999999997], [0.9999999999999993, 0.4999999999999996, 0.24999999999999997], [-3.856846647982396e-17, 1.15705399439472e-16, 5.781354187776046e-56], [0.49999999999999994, 0.5, 0.49999999999999994]]","[72, 72, 72, 72, 78, 78, 81, 81]",-7.401074409484863,-0.3515933156013489,0.24595516920089766
94671,Ta2PtGe,inverse,"[[2.74897838, 2.74897838, 0.0], [-2.74897838, 2.74897838, -0.0], [-0.0, -0.0, 8.8875667]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[73, 73, 73, 73, 78, 78, 32, 32]","[[2.74897838, 2.74897838, 0.0], [-2.74897838, 2.74897838, -0.0], [-0.0, -0.0, 8.8875667]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[73, 73, 73, 73, 78, 78, 32, 32]",Ge2Pt2Ta4,"[[2.7911603847595807, 2.7911603847595816, 3.797027532939918e-18], [-2.7911603847595807, 2.7911603847595816, 3.797027532939918e-18], [-9.821776103170107e-37, 1.2493289988558554e-17, 8.584338260666911]]","[[0.49999999999999994, 8.903437660445303e-17, 0.2500000000000001], [-5.244653321730991e-16, 0.49999999999999944, 0.7499999999999998], [-1.5646108570722214e-17, 1.5646108570722195e-17, 0.5000000000000002], [0.4999999999999991, 0.49999999999999994, 1.8975902916378905e-34], [0.49999999999999994, 8.791537157909019e-17, 0.7499999999999998], [-5.233463271477362e-16, 0.49999999999999944, 0.2500000000000001], [-4.038674995418313e-17, -4.038674995418321e-17, -5.630099480710284e-52], [0.49999999999999917, 0.49999999999999994, 0.5000000000000002]]","[73, 73, 73, 73, 78, 78, 32, 32]",-8.88140869140625,-0.3086540699005127,0.17545195726247925
96935,Re2HfGe,inverse,"[[2.77656565, 2.77656565, -0.0], [-2.77656565, 2.77656565, 0.0], [-0.0, -0.0, 8.42986953]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[75, 75, 75, 75, 72, 72, 32, 32]","[[2.77656565, 2.77656565, -0.0], [-2.77656565, 2.77656565, 0.0], [-0.0, -0.0, 8.42986953]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[75, 75, 75, 75, 72, 72, 32, 32]",Ge2Hf2Re4,"[[2.7494662876119036, 2.749466287611896, -8.212409578257738e-30], [-2.7494662876119045, 2.7494662876118965, -8.212409578257688e-30], [3.368419625922092e-44, -2.534328120406018e-29, 8.608782166012382]]","[[0.5000000000000008, 2.612456317167232e-15, 0.24999999999999975], [2.7591251409976547e-16, 0.49999999999999956, 0.7500000000000003], [-2.5452902174347138e-17, 2.545290217434697e-17, 0.4999999999999995], [0.5000000000000012, 0.5000000000000023, 2.5975341111933976e-45], [0.5000000000000008, 2.5847007415516056e-15, 0.7500000000000003], [3.3142366533102098e-16, 0.49999999999999956, 0.24999999999999975], [-7.997095437848976e-17, -4.5286511676039815e-31, -4.831095511087145e-61], [0.5000000000000012, 0.5000000000000023, 0.4999999999999995]]","[75, 75, 75, 75, 72, 72, 32, 32]",-9.81480312347412,0.0074670314788836,0.425519148508708
98734,Ir2ScIn,inverse,"[[2.77271647, 2.77271647, -0.0], [-2.77271647, 2.77271647, 0.0], [0.0, 0.0, 8.84900742]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[77, 77, 77, 77, 21, 21, 49, 49]","[[2.77271647, 2.77271647, -0.0], [-2.77271647, 2.77271647, 0.0], [0.0, 0.0, 8.84900742]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[77, 77, 77, 77, 21, 21, 49, 49]",In2Ir4Sc2,"[[2.7757036306682537, 2.775703630668253, 5.713197708057555e-23], [-2.775703630668253, 2.7757036306682528, 5.713197708057554e-23], [-9.291349464083996e-43, 1.8322900447172714e-22, 8.896347334292011]]","[[0.5000000000000001, -1.2611221162561426e-16, 0.2499999999999998], [5.063599787938379e-16, 0.5000000000000007, 0.7499999999999991], [1.3432691956415708e-16, 2.5837026030346097e-17, 0.4999999999999996], [0.5000000000000006, 0.5000000000000006, -3.849382736244682e-39], [0.5000000000000001, -1.261122281285473e-16, 0.7499999999999991], [5.063599952967709e-16, 0.5000000000000007, 0.2499999999999998], [8.008197279725152e-17, 8.311859202118423e-33, 3.438922509679714e-55], [0.5000000000000006, 0.5000000000000007, 0.4999999999999996]]","[77, 77, 77, 77, 21, 21, 49, 49]",-7.222389221191406,-0.5416182279586792,0.1074228286743164
101416,Pt2WTl,inverse,"[[2.93081938, 2.93081938, 0.0], [-2.93081938, 2.93081938, 0.0], [0.0, 0.0, 8.00520494]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[78, 78, 78, 78, 74, 74, 81, 81]","[[2.93081938, 2.93081938, 0.0], [-2.93081938, 2.93081938, 0.0], [0.0, 0.0, 8.00520494]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[78, 78, 78, 78, 74, 74, 81, 81]",Pt4Tl2W2,"[[2.914288540807891, 2.914288540807896, 4.361036934755384e-21], [-2.914288540807891, 2.9142885408078953, 4.361036934755385e-21], [-2.1533112364141913e-36, 1.2176484297024393e-20, 8.142345883954206]]","[[0.4999999999999992, 8.045036014444091e-16, 0.25], [-8.69411137973939e-17, 0.4999999999999999, 0.7499999999999999], [3.654665554373449e-17, 1.1497725373588225e-16, 0.5], [0.4999999999999993, 0.5000000000000008, -1.2159007684489182e-37], [0.49999999999999917, 8.60013708125331e-16, 0.7499999999999999], [-1.4245122047831583e-16, 0.49999999999999994, 0.25], [-7.576195463980828e-17, -7.272085079618861e-32, 8.57058149365892e-54], [0.49999999999999917, 0.5000000000000007, 0.5]]","[78, 78, 78, 78, 74, 74, 81, 81]",-6.51957893371582,0.3335639834403991,0.5708805918693538
